Sales Amount,Quantity Sold,Order Date,Customer Rating,Discount (%),Product Category_Beauty & Health,Product Category_Books,Product Category_Electronics,Product Category_Fashion,Product Category_Grocery,Product Category_Home Decor,Product Category_Toys & Baby,Region_Central,Region_East,Region_North,Region_South,Region_West,Payment Method_COD,Payment Method_Credit Card,Payment Method_Debit Card,Payment Method_Net Banking,Payment Method_UPI
1.1155116155640086,-1.1233289418851236,2023-01-01 00:00:00,-1.3062895013357125,-0.6116590279844317,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
-1.5676415970886903,0.029018694623817037,2023-01-01 12:00:00,0.0722892217941205,0.07559830682953635,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
-0.7538026916105031,-1.507444820721437,2023-01-02 00:00:00,-1.3062895013357125,-1.2989163627984,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0.4272518259642437,0.797250452296444,2023-01-02 12:00:00,-0.7893224801620251,-1.2989163627984,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
0.30508616244875425,-1.507444820721437,2023-01-03 00:00:00,-1.5647730119225562,-0.6116590279844317,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False
-0.5966042275280717,-0.3550971842124965,2023-01-03 12:00:00,0.6754174131634222,0.07559830682953635,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
1.30504804940054,1.565482209969071,2023-01-04 00:00:00,-0.18619428879272343,0.07559830682953635,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
-0.9269904851824616,-1.507444820721437,2023-01-04 12:00:00,1.3647067747283386,-1.2989163627984,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False
0.8690244238827564,-0.3550971842124965,2023-01-05 00:00:00,0.6754174131634222,-1.2989163627984,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
0.31927893806305374,0.41313457346013055,2023-01-05 12:00:00,-0.8754836503576398,1.4501129764574725,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
1.1564730439192021,0.41313457346013055,2023-01-06 00:00:00,1.3647067747283386,-0.6116590279844317,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False
-0.22705309539371607,1.1813663311327576,2023-01-06 12:00:00,-0.7893224801620251,-1.2989163627984,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
-1.4194259023823979,-1.507444820721437,2023-01-07 00:00:00,0.2446115621853494,0.07559830682953635,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
-1.583990237353263,0.797250452296444,2023-01-07 12:00:00,-1.3924506715313272,-0.6116590279844317,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
-1.2850436725153596,-1.507444820721437,2023-01-08 00:00:00,-0.2723554589883377,0.7628556416435044,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
-0.7679954672248025,0.797250452296444,2023-01-08 12:00:00,1.5370291151195679,-1.2989163627984,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
-0.814705867980725,-0.73921306304881,2023-01-09 00:00:00,1.1923844343371102,0.7628556416435044,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
-0.5687576424620411,1.1813663311327576,2023-01-09 12:00:00,0.15845039198973515,-0.6116590279844317,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False
1.4340406176418952,-0.73921306304881,2023-01-10 00:00:00,-1.3062895013357125,0.07559830682953635,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
-0.5730693717625878,-1.507444820721437,2023-01-10 12:00:00,1.2785456045327244,-0.6116590279844317,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
-0.16525164208588022,1.1813663311327576,2023-01-11 00:00:00,-1.5647730119225562,0.7628556416435044,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
1.680887120098193,-0.73921306304881,2023-01-11 12:00:00,0.0722892217941205,0.7628556416435044,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False
1.5890832170740532,-1.1233289418851236,2023-01-12 00:00:00,0.5030950727721933,0.07559830682953635,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
-1.228631880833207,-1.507444820721437,2023-01-12 12:00:00,-0.7893224801620251,-0.6116590279844317,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
-1.6881903621164747,-0.73921306304881,2023-01-13 00:00:00,-1.4786118417269416,1.4501129764574725,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
1.712506468302202,-1.1233289418851236,2023-01-13 12:00:00,0.589256242967808,1.4501129764574725,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
-1.18228079085233,-1.1233289418851236,2023-01-14 00:00:00,0.6754174131634222,-1.2989163627984,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
-1.3809796494525233,0.41313457346013055,2023-01-14 12:00:00,1.4508679449239537,-1.2989163627984,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
-1.4945218543669194,-1.507444820721437,2023-01-15 00:00:00,-0.6170001397707963,0.7628556416435044,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
1.495842070949731,-1.1233289418851236,2023-01-15 12:00:00,1.4508679449239537,1.4501129764574725,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False
0.32484825507625986,0.41313457346013055,2023-01-16 00:00:00,0.6754174131634222,-1.2989163627984,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
-1.083290672327279,-0.73921306304881,2023-01-16 12:00:00,-1.2201283311400979,-1.2989163627984,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
-1.023285772894671,-0.3550971842124965,2023-01-17 00:00:00,1.623190285315183,0.07559830682953635,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
-0.13435091543196231,-1.507444820721437,2023-01-17 12:00:00,-0.7031613099664105,1.4501129764574725,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
0.8832171994970559,1.1813663311327576,2023-01-18 00:00:00,0.589256242967808,0.7628556416435044,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
0.18705257284628868,0.797250452296444,2023-01-18 12:00:00,1.623190285315183,-1.2989163627984,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
-0.14261506325801013,0.797250452296444,2023-01-19 00:00:00,0.9339009237502658,1.4501129764574725,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
